ID,CATLEVEL,DESCRIPTION
12247,3,Custom attribute SL 5 (Least Severe)
12248,3,Course incorr./miss.
12249,3,Tx site incorr./miss.
1225,3,No block specified; blocks in plan
12250,3,Technique incorr./miss.
12251,3,Energy and modality (photons or electrons) incorr./miss.
12252,3,Dose spec incorr./miss.
12253,3,Rx depth incorr./miss.
12254,3,Total dose incorr./miss.
12255,3,Dose /frac incorr./miss.
12256,3,Total cumulative dose incorr./miss.
12257,3,Total fractions incorr./miss.
12258,3,Fractionation pattern (fx/day) incorr./miss.
12259,3,Pattern (fx/wk.) incorr./miss.
1226,3,Incorrect bolus entered
12260,3,"Comment (field nos., beam modifiers) incorr./miss"
12261,3,Electronic approval before 1st  fx miss.
12262,3,Custom attribute SL1 (Most Severe)
12263,3,Custom attribute SL2
12264,3,Custom attribute SL3
12265,3,Custom attribute SL4
12266,3,Custom attribute SL5 (Least Severe)
12267,3,Field order/type incorr./miss.
12268,3,Custom attribute SL 1 (Most Severe)
12269,3,Custom attribute SL 2
1227,3,No bolus entered; bolus in plan
12270,3,Custom attribute SL 3
12271,3,Custom attribute SL 4
12272,3,Custom attribute SL 5 (Least Severe)
12273,3,Critical dose action points or limits incorr./miss.
12274,3,Custom attribute SL 1 (Most Severe)
12275,3,Custom attribute SL 2
12276,3,Custom attribute SL 3
12277,3,Custom attribute SL 4
12278,3,Custom attribute SL 5 (Least Severe)
12279,3,Outside progress notes incorr./miss.
1228,3,Incorrect TSD
12280,3,Outside diagnostic imaging report(s) incorr./miss.
12281,3,Signed consent forms not present
12282,3,Patient Self Determination Act (PSDA) info not given
12283,3,"PSDA info given, date not recorded"
12284,3,Financial estimate form not present
12285,3,Authorization to release records not completed
12286,3,HIPAA consent not signed/miss.
12287,3,Initial consultation note not completed
12288,3,IMRT planning note incorr./miss.
12289,3,2D/3D planning note incorr./miss.
1229,3,Incorrect gantry angle
12290,3,Electron planning note miss./incorr.
12291,3,Custom attribute SL 1 (Most Severe)
12292,3,Custom attribute SL 2
12293,3,Custom attribute SL 3
12294,3,Custom attribute SL 4
12295,3,Custom attribute SL 5 (Least Severe)
12296,3,Signed pregnancy questionnaire miss./late
12297,3,Pregnancy test results not present
12298,3,Pathology report not present
12299,3,Custom attribute SL1 (Most Severe)
1230,3,Incorrect collimator angle
12300,3,Custom attribute SL2
12301,3,Custom attribute SL 3
12302,3,Custom attribute SL 4
12303,3,Custom attribute SL 5 (Least Severe)
12304,3,CT sim note not completed
12305,3,Clinical Tx planning sim note not completed
12306,3,Special physics consult request not completed
12307,3,Custom attribute SL 1 (Most Severe)
12308,3,Custom attribute SL 2
12309,3,Custom attribute SL 3
1231,3,Incorrect field size
12310,3,Custom attribute SL 4
12311,3,Custom attribute SL 5 (Least Severe)
12312,2,Diagnostic CT Reports
12313,3,Dictation incorr./miss.
12314,3,Dictation not timely
12315,3,Final examination report miss.
12316,3,Final examination report not timely
12317,3,Final examination report info incorr./miss.
12318,3,Custom attribute SL1 (Most Severe)
12319,3,Custom attribute SL 2
1232,3,Incorrect asymmetric jaw
12320,3,Custom attribute SL 3
12321,3,Custom attribute SL 4
12322,3,Custom attribute SL 5 (Least Severe)
12323,3,No approval before applying initial shifts
12324,3,Patient marked incorrectly after applying initial shifts
12325,3,Wrong initial shifts applied
12326,3,Initial shifts not recorded
12327,3,Daily/weekly images not acquired
12328,3,Daily/weekly images not approved
12329,3,Custom attribute SL 1 (Most Severe)
1233,3,Incorrect couch vertical
12330,3,Custom attribute SL 2
12331,3,Custom attribute SL 3
12332,3,Custom attribute SL 4
12333,3,Custom attribute SL 5 (Least Severe)
12334,3,Field setup photos incorr./miss.
12335,3,Initial Tx field SSDs incorr./miss.
12336,3,Initial setup field SDDs incorr./miss.
12337,3,Failure to hide unused plan/Tx fields in R&V
12338,3,Custom attribute SL 1 (Most Severe)
12339,3,Custom attribute SL 2
1234,3,Incorrect couch angle
12340,3,Custom attribute SL 3
12341,3,Custom attribute SL 4
12342,3,Custom attribute SL 5 (Least Severe)
12343,1,Diagnostic CT
12344,2,Patient Scan
12345,3,Patient position not flat/straight
12346,3,Patient position - protocol vs table incorr.
12347,3,Patient registration data incorr./miss.
12348,3,Scan protocol for region incorr.
12349,3,"Series (scout, axial, etc.) incorr"
12350,3,FOV  incorr
12351,3,"Patient centering (AP/PA, RL/LL) incorr."
12352,3,"Scan type (axial, helical) incorr."
12353,3,Orientation of patient incorr.
12354,3,Axial/helical thickness incorr.
12355,3,Gantry tilt incorr.
12356,3,"Poor technique factors (kVp, mA)"
12357,3,Region of interest missed
12358,3,Patient moved during scan
12359,3,Wrong type of contrast administered
12360,3,Wrong amount of contrast administered
12361,3,Wrong route of contrast administration
12362,3,Patient adverse reaction from contrast
12363,3,Timing of bolus incorr.
12364,3,Scan label incorr./miss.
12365,3,DLP not recorded
12366,3,CTDIvol measurement not documented
12367,3,CTDIvol measurement > than ACR max CTDIvol
12368,3,Custom attribute SL1 (Most Severe)
12369,3,Custom attribute SL2
12370,3,Custom attribute SL3
12371,3,Custom attribute SL4
12372,3,Custom attribute SL5 (Least Severe)
12373,2,Images
12374,3,Reconstruction of wrong scan data
12375,3,"Reconstruction type (soft, bone) incorr."
12376,3,"Image filter (smooth, edge) incorr."
12377,3,Matrix size incorr.
12378,3,Image series not sent to PACS
12379,3,Custom attribute SL1 (Most Severe)
12380,3,Custom attribute SL2
12381,3,Custom attribute SL3
12382,3,Custom attribute SL4
12383,3,Custom attribute SL5 (Least Severe)
12384,2,Gantry Lasers
12385,3,Laser alignment error > 2.0 mm
12386,3,CT and laser ?0? not equal
12387,3,Custom attribute SL1 (Most Severe)
12388,3,Custom attribute SL2
12389,3,Custom attribute SL3
12390,3,Custom attribute SL4
12391,3,Custom attribute SL5 (Least Severe)
12392,2,Patient Setup
12393,3,ID photo incorr./miss.
12394,3,Custom attribute SL1 (Most Severe)
12395,3,Custom attribute SL2
12396,3,Custom attribute SL3
12397,3,Custom attribute SL4
12398,3,Custom attribute SL5 (Least Severe)
12399,2,Orders
1240,3,Custom Attribute
12400,3,Order miss.
12401,3,Wrong exam
12402,3,Order not approved
12403,3,Order not dated
12404,3,Orders vs insur. authoriz. form do not match
12405,3,Pregnancy test not ordered
12406,3,Custom attribute SL1 (Most Severe)
12407,3,Custom attribute SL2
12408,3,Custom attribute SL3
12409,3,Custom attribute SL4
12410,3,Custom attribute SL5 (Least Severe)
12411,2,Labs
12412,3,No labs drawn ? BUN/creatinine
12413,3,"Pregnancy test ordered, results not back"
12414,3,"Labs drawn, results not back"
12415,3,"Labs drawn, results not in EMR"
12416,3,Abnormal lab results not reported
12417,3,Custom attribute SL1 (Most Severe)
12418,3,Custom attribute SL2
12419,3,Custom attribute SL3
12420,3,Custom attribute SL4
12421,3,Custom attribute SL5 (Least Severe)
12422,2,Patient Prep
12423,3,Prep Not Taken
12424,3,Prep instructions incorr./miss.
12425,3,Food consumed before scan
12426,3,Patient not hydrated before scan
12427,3,Custom attribute SL1 (Most Severe)
12428,3,Custom attribute SL2
12429,3,Custom attribute SL3
12430,3,Custom attribute SL4
12431,3,Custom attribute SL5 (Least Severe)
12432,3,CT door interlock inoperable
12433,3,CT ?beam-on? light inoperable
12434,3,CT gantry lasers inoperable
12435,3,CT fixed/moveable lasers inoperable
12436,3,CT emergency-off switches inoperable
12437,3,Custom attribute SL 1 (Most Severe)
12438,3,Custom attribute SL 2
12439,3,Custom attribute SL 3
12440,3,Custom attribute SL 4
12441,3,Custom attribute SL 5 (Least Severe)
12442,2,Diag CT/CT Simulator
12443,3,"Daily CT sim ""beam-on"" light check miss./late"
12444,3,Monthly CT sim emergency-off checks miss./late
12445,3,Daily CT ?beam-on? light check miss./late
12446,3,Monthly CT emergency-off checks miss./late
12447,3,Monthly CT door interlock check miss./late
12448,3,Custom attribute SL 1 (Most Severe)
12449,3,Custom attribute SL 2
12450,3,Custom attribute SL 3
12451,3,Custom attribute SL 4
12452,3,Custom attribute SL 5 (Least Severe)
12453,3,Monthly/qrterly exchange of personnel radiation monitors miss./late
12454,3,Qtrly./monthly exchg. of personnel radiation monitors miss./late
12455,3,Quarterly exchange of area radiation monitors miss./late
12456,3,Occupational dose received in excess of limit
12457,3,Dose limit exceeded for individual member of public
12458,3,Declared pregnant woman documentation miss./late
12459,3,Determination of prior occupational dose miss./late
12460,3,Declared pregnant woman documentation miss./late
12461,3,Custom attribute SL 1 (Most Severe)
12462,3,Custom attribute SL 2
12463,3,Custom attribute SL 3
12464,3,Custom attribute SL 4
12465,3,Custom attribute SL 5 (Least Severe)
12466,3,Review of occupational doses > investigational levels miss./late
12467,3,Qtry./mon. review of personnel radiation monitor exposures miss./late
12468,3,Qtry./mon. review of personnel rad. monitor exposures miss./late
12469,3,Review of occupational doses > investigational levels miss./late
12470,3,Quarterly review of area monitor exposure miss./late
12471,3,Custom attribute SL 1 (Most Severe)
12472,3,Custom attribute SL 2
12473,3,Custom attribute SL 3
12474,3,Custom attribute SL 4
12475,3,Custom attribute SL 5 (Least Severe)
12476,3,Daily EDW check miss./late
12477,3,Daily imaging checks miss./late
12478,3,Weekly linac warm-up printout miss./late
12479,3,Weekly MLC checks miss./late
12480,3,Monthly linac mechanical checks miss./late
12481,3,Monthly linac energy constancy miss./late
12482,3,Monthly linac light vs radiation field coincidence checks miss./late
12483,3,Monthly linac flatness and symmetry constancy miss./late
12484,3,Monthly imaging checks miss./late
12485,3,Annual linac calibration miss./late
12486,3,Annual TLD output & energy checks miss./late
12487,3,Five-year linac re-commissioning miss./late
12488,3,Full linac calibration not performed when monthly output differs by > 5%
12489,3,"Linac measurement exceeding tolerance, no action taken"
12490,3,Periodic PMIs miss./late
12491,3,Field service reports miss./late
12492,3,Custom attribute SL 1 (Most Severe)
12493,3,Custom attribute SL 2
12494,3,Custom attribute SL 3
12495,3,Custom attribute SL 4
12496,3,Custom attribute SL 5 (Least Severe)
12497,3,"CT sim measurement exceeding tolerance, no action taken"
12498,3,Custom attribute SL 1 (Most Severe)
12499,3,Custom attribute SL 2
12500,3,Custom attribute SL 3
12501,3,Custom attribute SL 4
12502,3,Custom attribute SL 5 (Least Severe)
12503,3,Annual thermometer intercomparison miss./late
12504,3,Annual barometer intercomparison miss./late
12505,3,Monthly block cutter checks miss./late
12506,3,Custom attribute SL 1 (Most Severe)
12507,3,Custom attribute SL 2
12508,3,Custom attribute SL 3
12509,3,Custom attribute SL 4
12510,3,Custom attribute SL 5 (Least Severe)
12511,3,Annual end-to-end testing of Tx delivery process miss./late
12512,3,Custom attribute SL 1 (Most Severe)
12513,3,Custom attribute SL 2
12514,3,Custom attribute SL 3
12515,3,Custom attribute SL 4
12516,3,Custom attribute SL 5 (Least Severe)
12517,3,Patient QA fluence and dose measurements not performed timely
12518,3,Patient QA fluence and dose measurements not performed before Tx
12519,3,"Patient QA fluence and dose measurements exceeding tolerance, no action taken"
12520,3,Patient QA verification plan status not changed to completed
12521,3,Custom attribute SL 1 (Most Severe)
12522,3,Custom attribute SL 2
12523,3,Custom attribute SL 3
12524,3,Custom attribute SL 4
12525,3,Custom attribute SL 5 (Least Severe)
12526,3,Therapist new start shift sheet incorr./miss.
12527,3,Initial therapist chart check miss./late
12528,3,Initial physics chart check miss./late
12529,3,Independent dose calc check miss./late
12530,3,Weekly therapists chart checks miss./late
12531,3,Weekly physics chart checks miss./late
12532,3,Final physics chart check miss./late
12533,3,Physics sign-off/approval of QA checks miss./late
12534,3,Physics sign-off/approval of linac fault log miss./late
12535,3,Physics sign-off/approval of field service reports miss./late
12536,3,Visual configuration check of new blocks miss./late
12537,3,"Check/test exceeding tolerance, no action taken"
12538,3,Custom attribute SL 1 (Most Severe)
12539,3,Custom attribute SL 2
12540,3,Custom attribute SL 3
12541,3,Custom attribute SL 4
12542,3,Custom attribute SL 5 (Least Severe)
12543,3,New employee QA/machine/EMR training miss./late
12544,3,Locum employee QA/machine/EMR training miss./late
12545,3,Annual refresher QA training miss./late
12546,3,Custom attribute SL 1 (Most Severe)
12547,3,Custom attribute SL 2
12548,3,Custom attribute SL 3
12549,3,Custom attribute SL 4
12550,3,Custom attribute SL 5 (Least Severe)
12551,3,"RO QIC meeting conducted, minutes not maintained"
12552,3,Quarterly RO QIC meeting miss./late
12553,3,Quorum not established at RO QIC meeting
12554,3,"RO QIC meeting conducted, minutes not maintained"
12555,3,Quarterly CT QAC meeting miss./late
12556,3,Quorum not established at CT QAC meeting
12557,3,"CT QAC meeting conducted, minutes not maintained"
12558,3,Annual billing compliance meeting miss./late
12559,3,Quorum not established at billing compliance meeting
12560,3,"Billing compliance meeting conducted, minutes not maint."
12561,3,"Billing compliance meeting conducted, minutes not maintained"
12562,3,Custom attribute SL 1 (Most Severe)
12563,3,Custom attribute SL 2
12564,3,Custom attribute SL 3
12565,3,Custom attribute SL 4
12566,3,Custom attribute SL 5 (Least Severe)
12567,2,Diagnostic CT
12568,3,Daily CT phantom checks miss./late
12569,3,Daily CT laser checks miss./late
12570,3,Monthly CT phantom checks miss./late
12571,3,Annual CT survey miss./late
12572,3,"CT measurement exceeding tolerance, no action taken"
12573,3,Custom attribute SL 1 (Most Severe)
12574,3,Custom attribute SL 2
12575,3,Custom attribute SL 3
12576,3,Custom attribute SL 4
12577,3,Custom attribute SL 5 (Least Severe)
12578,1,Billing
12579,2,Codes
12580,3,Patient incorr./miss.
12581,2,Date of charge incorr./miss.
12582,2,Description incorr./miss.
12583,2,CPT code incorr./miss.
12584,2,CPT code modifier incorr./miss.
12585,2,No. of charges incorr./miss.
12586,2,Diagnosis (ICD) code(s) incorr./miss.
12587,2,Attending physician incorr./miss.
12588,2,Department where code billed incorr./miss.
12589,2,Facility where procedure billed incorr./miss.
12590,2,Professional component posted incorr./miss.
12591,2,Technical component posted incorr./miss.
12592,2,Insurer authorization info. incorr./miss.
12593,2,Insurer authorization no. incorr./miss.
12594,2,Type of procedure/supply incorr./miss.
12595,3,Patient incorr./miss.
12596,3,Date of charge incorr./miss.
12597,3,Description incorr./miss.
12598,3,CPT code incorr./miss.
12599,3,CPT code modifier incorr./miss.
12600,3,No. of charges incorr./miss.
12601,3,No. of charges incorr./miss.
12602,3,Diagnosis (ICD) code(s) incorr./miss.
12603,3,Attending physician incorr./miss.
12604,3,Department where code billed incorr./miss.
12605,3,Department where code billed incorr./miss.
12606,3,Facility where procedure billed incorr./miss.
12607,3,Professional component posted incorr./miss.
12608,3,Technical component posted incorr./miss.
12609,3,Insurer authorization info. incorr./miss.
12610,3,Insurer authorization no. incorr./miss.
12611,3,Insurer authorization no. incorr./miss.
12612,3,Type of procedure/supply incorr./miss.
12613,3,Custom attribute SL1 (Most Severe)
12614,3,Custom attribute SL2
12615,3,Custom attribute SL3
12616,3,Custom attribute SL4
12617,3,Custom attribute SL5 (Least Severe)
12618,3,Patient arrives on wrong date/time
12619,3,Custom attribute SL 1 (Most Severe)
12620,3,Custom attribute SL 2
12621,3,Custom attribute SL 3
12622,3,Custom attribute SL 4
12623,3,Custom attribute SL 5 (Least Severe)
12624,3,PET/MRI/CT image fusion incorr.
12625,3,Plan not approved
12626,3,Tx not approved
12627,3,Custom attribute SL 1 (Most Severe)
12628,3,Custom attribute SL 2
12629,3,Custom attribute SL 3
12630,3,Custom attribute SL 4
12631,3,Custom attribute SL 5 (Least Severe)
12632,3,Dose calc. not signed/approved
12633,3,Custom attribute SL 1 (Most Severe)
12634,3,Custom attribute SL 2
12635,3,Custom attribute SL 3
12636,3,Custom attribute SL 4
12637,3,Custom attribute SL 5 (Least Severe)
12638,3,Tx appt. late (Medicare) ? No RO onsite
12639,3,Tx appt. cancelled (Medicare) ? No RO onsite
12640,3,Tx appt. late (non-Medicare) ? No RO onsite
12641,3,Tx appt. cancelled (non-Medicare) ? No RO onsite
12642,3,Custom attribute SL 1 (Most Severe)
12643,3,Custom attribute SL 2
12644,3,Custom attribute SL 3
12645,3,Custom attribute SL 4
12646,3,Custom attribute SL 5 (Least Severe)
12647,2,Plan Scheduling/Tx Calendar
12648,3,Scheduled plan/set of Tx fields incorr.
12649,3,No. of Tx sessions for schedule set incorr.
12650,3,Session/day - QD/BID/TID incorr.
12651,3,Pattern - daily/weekly/bi-weekly incorr.
12652,3,Starting date incorr.
12653,3,Ending date incorr.
12654,3,Tx calendar entries not saved/approved
12655,3,Custom attribute SL 2
12656,3,Custom attribute SL 1 (Most Severe)
12657,3,Custom attribute SL 2
12658,3,Custom attribute SL 3
12659,3,Custom attribute SL 4
12660,3,Custom attribute SL 5 (Least Severe)
12661,2,Plan Parameters/Tx Fld Definitions
12662,3,Field no. incorr./miss
12663,3,Field name incorr./miss.
12664,3,Dose incorr./miss.
12665,3,Machine incorr./miss.
12666,3,Field order/type incorr./miss.
12667,3,Modality (photons or electrons) incorr./miss.
12668,3,Energy incorr./miss.
12669,3,MU incorr./miss.
12670,3,Time incorr./miss.
12671,3,Dose rate incorr./miss.
12672,3,Fixed wedge angle incorr.
12673,3,Fixed wedge orientation incorr.
12674,3,"No fixed wedge specified, fixed wedge in plan"
12675,3,EDW angle incorr
12676,3,EDW angle incorr.
12677,3,EDW wedge orientation incorr.
12678,3,"No EDW specified, EDW in plan"
12679,3,Compensator incorr.
12680,3,"No comp specified, comp in plan"
12681,3,Block entered incorr.
12682,3,"No block specified, blocks in plan"
12683,3,Bolus entered incorr.
12684,3,"No bolus entered, bolus in plan"
12685,3,Pb cutout not indicated
12686,3,TSD incorr./miss.
12687,3,Gantry angle incorr./miss.
12688,3,Collimator angle incorr./miss.
12689,3,Field size incorr./miss.
12690,3,Asymmetric jaw incorr./miss.
12691,3,MLC incorr./miss.
12692,3,Couch vertical incorr.
12693,3,Couch angle incorr.
12694,3,Couch lat./long. incorr.
12695,3,Couch anglel incorr.
12696,3,Custom attribute SL 1 (Most Severe)
12697,3,Custom attribute SL 2
12698,3,Custom attribute SL 3
12699,3,Custom attribute SL 4
12700,3,Custom attribute SL 5 (Least Severe)
12701,3,Couch angle incorr.
12702,3,Tolerance incorr./miss.
12703,3,Custom attribute SL 1 (Most Severe)
12704,4,Custom attribute SL 2
12705,3,Custom attribute SL 2
12706,3,Custom attribute SL 3
12707,3,Custom attribute SL 4
12708,3,Custom attribute SL 5 (Least Severe)
12709,2,Reference Points/Dose Tracking
12710,3,Dose coefficients for Tx fields incorr./miss.
12711,3,Dose coefficients for secondary sites incorr./miss.
12712,3,Critical dose action points or limits incorr./miss.
12713,3,Custom attribute SL1 (Most Severe)
12714,3,Custom attribute SL2
12715,3,Custom attribute SL3
12716,3,Custom attribute SL4
12717,3,Custom attribute SL5 (Least Severe)
12718,2,Daily Treatment Record
12719,3,Elapsed days incorr.
12720,3,Fraction no. incorr.
12721,3,Unapproved over-rides
12722,3,Failure to acknowledge dose action points
12723,3,Failure to acknowledge pre-Tx warnings
12724,3,Failure to acknowledge dose and fx warnings
12725,3,Failure to acknowledge dose/ fx warnings
12726,3,Failure to acknowledge Tx machine mismatch
12727,3,Failure to acknowledge post-Tx messages
12728,3,Failure to hide unused Tx fields in R&V
12729,3,Failure to approve initial Tx fields
12730,3,Daily dose incorr. recorded
12731,3,Daily dose not recorded
12732,3,Cum. dose incorr./not recorded
12733,3,Portal images not recorded
12734,3,Comments not filled out
12735,3,Failure to log in 2nd treating therapist
12736,3,Custom attribute SL1 (Most Severe)
12737,3,Custom attribute SL2
12738,3,Custom attribute SL3
12739,3,Custom attribute SL4
12740,3,Custom attribute SL5 (Least Severe)
12741,2,Patient Docs/Notes
12742,3,Outside progress notes incorr./miss.
12743,3,Outside diagnostic imaging report(s) incorr./miss.
12744,3,Signed consent forms not present
12745,3,Patient Self Determination Act (PSDA) info not given
12746,3,"PSDA info given, date not recorded"
12747,3,"PSDA info given, date not recorded"
12748,3,Financial estimate form not present
12749,3,Authorization to release records not completed
12750,3,HIPAA consent not signed/miss.
12751,3,Initial consultation note not completed
12752,3,IMRT planning note incorr./miss.
12753,3,Signed pregnacy questionnaire miss./late
12754,3,Pregnancy test results not present
12755,3,Pathology report not present
12756,3,Custom attribute SL1 (Most Severe)
12757,3,Custom attribute SL2
12758,3,Custom attribute SL3
12759,3,Custom attribute SL4
12760,3,Custom attribute SL5 (Least Severe)
12761,3,Outside progress notes incorr./miss.
12762,3,Outside diagnostic imaging report(s) incorr./miss.
12763,3,Signed consent forms not present
12764,3,Patient Self Determination Act (PSDA) info not given
12765,3,"PSDA info given, date not recorded"
12766,3,Financial estimate form not present
12767,3,Authorization to release records not completed
12768,3,HIPAA consent not signed/miss.
12769,3,Initial consultation note not completed
12770,3,IMRT planning note incorr./miss.
12771,3,2D/3D planning note incorr./miss.
12772,3,Electron planning note incorr./miss.
12773,3,Signed pregnacy questionnaire miss./late
12774,3,Pregnancy test results not present
12775,3,Pathology report not present
12776,3,Custom attribute SL1 (Most Severe)
12777,3,Custom attribute SL2
12778,3,Custom attribute SL3
12779,3,Custom attribute SL4
12780,3,Custom attribute SL5 (Least Severe)
12781,3,Clinical Tx planning sim note not completed
12782,3,Special physics consult request not completed
12783,3,Custom attribute SL1 (Most Severe)
12784,3,Custom attribute SL2
12785,3,Custom attribute SL3
12786,3,Custom attribute SL4
12787,3,Custom attribute SL5 (Least Severe)
12788,3,Images not taken prior to 1st  fx
12789,3,Initial images not approved before 1st  fx
12790,3,Initial images visually but not electronically approved
12791,3,Initial images not taken of all fields
12792,3,Images associated with wrong location/field
12793,3,Images not saved
12794,3,Images not imported
12795,3,Images assigned to wrong patient
12796,3,No approval before applying initial shifts
12797,3,Patient marked incorrectly after applying initial shifts
12798,3,Wrong initial shifts applied
12799,3,Initial shifts not recorded
12800,3,Daily/weeky images not acquired
12801,3,Daily/weekly images not approved
12802,3,Port images - treatment MUs incorrect in R&V
12803,3,Port images - open exposure MUs incorrect in R&V
12804,3,Port images - dose coefficient incorrect in R&V
12805,3,Image contrast/brightness poor
12806,3,Image ruler not calibrated
12807,3,Custom attribute SL1 (Most Severe)
12808,3,Custom attribute SL2
12809,3,Custom attribute SL3
12810,3,Custom attribute SL4
12811,3,Custom attribute SL5 (Least Severe)
12812,3,Field setup photos incorr./miss.
12813,3,Immobilization device miss.
12814,3,Field alignment > 2 mm
12815,3,Initial Tx field SSDs incorr./miss.
12816,3,Initial setup field SDDs incorr./miss.
12817,3,Initial setup field SDDs incorr./miss.
12818,3,Weekly Tx field SSDs incorr./miss.
12819,3,Fields incorr. entered in R&V
12820,3,CT sim note incorr./miss.
12821,3,"Patient unable to maintain position, no Tx"
12822,3,Custom attribute SL1 (Most Severe)
12823,3,Custom attribute SL2
12824,3,Custom attribute SL3
12825,3,Custom attribute SL4
12826,3,Custom attribute SL5 (Least Severe)
12827,3,Wrong EDW used
12828,3,"EDWs required, no wedges used"
12829,3,EDW used in incorr. orientation
12830,3,Compensator incorr./miss.
12831,3,Custom attribute SL1 (Most Severe)
12832,3,Custom attribute SL2
12833,3,Custom attribute SL3
12834,3,Custom attribute SL4
12835,3,Custom attribute SL5 (Least Severe)
12836,3,Custom attribute SL1 (Most Severe)
12837,3,Custom attribute SL2
12838,3,Custom attribute SL3
12839,3,Custom attribute SL4
12840,3,Custom attribute SL5 (Least Severe)
1310,3,Pt. position not iso. to midline (SAD)
1311,3,Pt. position not to specified SSD
1320,3,Missing AP SSD
1321,3,Missing PA SSD
1322,3,Missing RL/Medial SSD
1323,3,Missing LL/Medial SSD
1324,3,Missing calc. pt. SSD
1325,3,Table vert.  does not agree w/SSD
1326,3,SSD read incorrectly
1330,3,Separation does not agree w/SSD
1331,3,Separation missing
1340,3,Incorrect contour
1350,3,Failure to capture all Tx fields
1351,3,Failure to capture setup fields
1360,3,Setup instructions incorrect
1361,3,Setup instructions miss./incomp.
1370,3,Custom Attribute
1400,3,Miss./incorr. pt. info.
1401,3,Miss./incorr. field info.
1402,3,Miss./incorr. field markers
1403,3,Miss./incorr. SFD
1410,3,Custom Attribute
1500,3,Blocks cut incorr.
1501,3,Hand set blocks mounted incorr.
1502,3,Custom blocks mounted incorr.
1503,3,Missing or late block checks
1510,3,Custom Attribute
1600,3,Incorr./miss. treatment site
1610,3,Incorr./miss. field names
1620,3,Incorr. energy
1621,3,Incorr. field size
1622,3,Incorr. SSD
1623,3,Incorr. depth
1624,3,Incorr./miss. tray factor
1625,3,Incorr./miss. wedge factor
1626,3,Incorr./miss. bolus
1627,3,"Calc. w/bolus, bolus not Rxd"
1628,3,Wrong coll. scatt. factor
1629,3,Wrong phantom scatt. factor
1630,3,Wrong inverse sq. factor
1631,3,Math error
1632,3,Calc using incorr. dose
1633,3,Tx plan not approved
1640,3,Custom Attribute
1650,3,Incorr. energy
1651,3,Incorr. mode of tmt.
1652,3,Incorr. field size
1653,3,Incorr. asymmetric jaw
1654,3,Incorr. SSD
1655,3,Incorr depth
1656,3,Incorr. gantry angle
1657,3,Incorr. coll. angle
1658,3,Incorr. tray factor
1659,3,Incorr. wedge angle
1660,3,Incorr. bolus
1661,3,Calc. to wrong point
1662,3,Calc. using wrong dose
1663,3,Calc. not normalized correctly
1670,3,Custom Attribute
1680,3,Used incorr. cutout
1681,3,Dose incorr.
1682,3,Energy incorr.
1683,3,Cone size incorr.
1684,3,SSD incorr.
1685,3,Depth incorr.
1686,3,Isodose line incorr.
1687,3,Depth of meas. incorr.
1688,3,Energy or modality used incorr.
1689,3,Cone size used incorr.
1690,3,Custom Attribute
1700,3,Diagnosis
1701,3,Histology
1702,3,H/P grade
1703,3,TNM stage
1704,3,Treatment intent
1705,3,Surgery
1706,3,Chemotherapy
1707,3,Previous
1708,3,Special precautions
1709,3,Rx: Date
1710,3,Rx: Course
1800,3,Fields
1801,3,Rx site
1802,3,Technique
1803,3,Energy and modality
1804,3,Dose specification
1805,3,Total site dose
1806,3,Fraction dose
1807,3,Number of fraction
1808,3,Total course dose
1809,3,Pattern
1810,3,MD signature
1811,3,Comments
1820,3,Custom Attribute
1830,3,Diagrams
1831,3,Tx field photos
1832,3,Set-up instructions
1840,3,Custom Attribute
1900,3,Date
1901,3,Machine
1902,3,Energy
1903,3,Field number
1904,3,Field name
1905,3,SSD
1906,3,Field size
1907,3,Gantry angle
1908,3,Coll. angle
1909,3,Couch angle
1910,3,Blocks not corr.  indicated
1911,3,Blocks drawn in wrong orient.
1912,3,Bolus not corr. indicated
1913,3,Wedge not corr. indicated
1914,3,Incorr. wedge orient.
1915,3,Incorr. wedge angle 
1916,3,Cutout not corr. indicated
1917,3,Cutout drawn in wrong orient.
1918,3,Incorr./miss. monitor units
1919,3,Incorr/miss. dose
1930,3,Custom Attribute
1940,3,Record not dated/incorr.date
1941,3,Without/incorr. elapsed days
1942,3,Without/incorr. fraction no
1943,3,Record not initialed
1944,3,Daily dose not recorded in chart
1944a,3,Daily dose incorr. recorded in chart
1945,3,Daily dose not recorded in R&V
1946,3,Cum. dose incorr./not record. in chart
1947,3,Port films not recorded in chart
1948,3,Comments not filled out in chart
1949,3,Signed consent forms not present
1960,3,Custom Attribute
2,1,R & V: Data Entry
2000,3,Redundant ID not performed
2001,3,Incorr. pt. chart utilized
2002,3,Incorr. pt. pulled up in R&V
2003,3,Missing face photo
2010,3,Custom Attribute
21,2,Treatment Field Definition
2100,3,Initial films not taken prior to 1st fx
2101,3,Initial films not appr.
2102,3,Initial films not taken of all fields
2110,3,Custom Attribute
2120,3,Treated wrong patient
2121,3,Immobilization device missing
2122,3,Field alignment > 2 mm
2123,3,Fields incorr. captured in R&V
2124,3,Tx with blocks in incorr. orient.
2125,3,Tx with miss./incorr.  blocks
2126,3,Tx without block check
2127,3,Tx with miss./incorr. bolus
2128,3,Tx with miss./ incorr. wedge
2129,3,Tx with wedge in incorr. orient.
2130,3,Tx with missing/incorr. cutout
2131,3,Tx with cutout in wrong orient.
2132,3,Tx without prescription
